underweightyes	Tmt.DfrA12	num_resistance_classes	LOSbeforeCx	FQ30yes	Yersiniabactin.ybt_0	Bla_broad_inhR.TEM.54	Flq.GyrA.87Y	AGly.Aac6.Ib	ctx30yes	AGly.AadA1.pm	wziwzi29	malignancyyes	CHFyes	AKIyes	CKDyes	Sul.SulII	virulence_score	Yersiniabactin.ybt_17	linezolid30yes	Phe.CatA1	AGly.Aac3.IId	AGly.AadA2	Bla.SHV.187	Sul.SulI	anti_pseudo30yes	cefepime30yes	carbapenem30yes	foleyyes	MLS.MphA	K_locusKL107	zosyn30yes	Bla_CarbKPC.3	flagyl30yes	O_locus_missing_genes.O1.O2v2_07_kfoC	meropenem30yes	Flq.GyrA.87N	amikacin30yes	wziwzi154	levo30yes	Bla_broadSHV.11	age	obeseyes	decubyes	dapto30yes	third_gen_ceph30yes	num_resistance_genes	Bla.OXA.9	resp_failureyes	TetTetA	poly_colistin30yes	AGly.Aph3.Ia	gastroyes	VDRFyes	pseudoPCN30yes	lung_dzyes	AG30yes	central_lineyes	trachyes	vanco30yes	brain_injuryyes	Tmt.DfrA14	sexmale	tigecycline30yes	Colibactinclb.3|Yersiniabactin._ICEKp10	AGly.StrA|AGly.StrB	ColMgrB.trunc|resistance_score	Phe.FloR|AGly.AadB	Tmt.DfrA17|AGly.AadA5
-0.014236111111111067	0	-0.001736111111111105	-0.023472222222222176	-0.007152777777777735	0.008680555555555596	-0.0014583333333332894	0.013541666666666704	-0.00534722222222219	0.006527777777777823	0	-2.083333333332904e-4	0.009375000000000015	0.022986111111111155	0.0068750000000000365	-9.027777777777602e-4	-0.007708333333333289	-2.0833333333328486e-4	-0.003819444444444423	0.009236111111111158	-0.022430555555555506	-0.0012499999999999723	-0.007569444444444406	0	0.0023611111111111584	0.012291666666666715	0.043888888888888936	0.011111111111111155	-0.01284722222222218	-0.002499999999999953	0.010208333333333378	0.009236111111111138	-0.021249999999999953	0.0014583333333333648	0.03708333333333338	-0.020138888888888845	-0.007638888888888853	0	0.0013194444444444898	4.8611111111112937e-4	0.009513888888888928	-0.0011805555555555159	-0.030138888888888837	0.01069444444444448	0	0.005972222222222262	0	-0.005833333333333312	4.1666666666668404e-4	-0.01923611111111107	2.083333333333648e-4	0	0.012638888888888936	0.01576388888888892	0.009097222222222255	0.0013888888888889351	0.011805555555555593	-6.944444444443954e-4	0.055625000000000036	4.8611111111114156e-4	0.08187500000000004	-0.011111111111111073	0	0.01284722222222226	0.011388888888888933	0.010069444444444495	-0.022777777777777737	-0.02916666666666662	-6.944444444444087e-4
-0.01777777777777776	2.083333333333326e-4	-0.002430555555555547	-0.02124999999999997	-0.007777777777777761	0.014513888888888904	-0.0033333333333333136	0.013819444444444474	0.005416666666666663	0.01333333333333336	0	0.005000000000000019	0.015555555555555572	0.024722222222222243	2.7777777777779453e-4	-4.8611111111110936e-4	-0.007152777777777755	-0.002847222222222202	-0.008541666666666647	-2.0833333333331483e-4	-0.021527777777777753	-0.007638888888888866	-0.011736111111111093	0	0.0036805555555555745	0.01430555555555558	0.04618055555555558	0.012222222222222244	-0.011180555555555548	-0.002013888888888867	0.004861111111111127	0.0018055555555555713	-0.020694444444444425	3.472222222222421e-4	0.043472222222222245	-0.019791666666666645	-0.007083333333333315	0	-0.0014583333333333148	3.47222222222221e-4	0.01076388888888891	-0.01090277777777776	-0.020833333333333304	0.005555555555555571	0	0.012986111111111136	-4.166666666666652e-4	-0.004652777777777761	0.005069444444444441	-0.02444444444444443	4.166666666666874e-4	0	0.002430555555555571	0.013958333333333343	0.0020833333333333424	7.638888888889083e-4	0.012986111111111137	-0.002083333333333314	0.057500000000000016	0.004444444444444448	0.0861805555555556	-0.014513888888888871	2.083333333333326e-4	0.013472222222222253	0.010972222222222237	0.015972222222222245	-0.01701388888888887	-0.028888888888888853	2.083333333333426e-4
-1.9736842105263607e-4	-0.017763157894736852	0	0.009013157894736841	0.027565789473684207	0.008881578947368414	0.018092105263157895	0	2.6315789473683294e-4	0.007236842105263142	0.0015789473684210554	-1.9736842105263052e-4	0.011315789473684196	-0.004802631578947377	-0.03256578947368422	-3.9473684210526103e-4	0.00842105263157894	0.0011184210526315752	0.008157894736842104	-0.018092105263157895	0.00809210526315789	3.28947368421052e-4	-0.03217105263157896	0.006710526315789456	-0.0499342105263158	3.289473684210398e-4	-0.01532894736842106	-0.009802631578947375	-0.022565789473684216	0.017434210526315774	-0.0030921052631579	0.01907894736842105	0.0019078947368420963	0.00256578947368419	0.004407894736842106	-0.01302631578947369	9.210526315789302e-4	0.049210526315789475	0	-3.9473684210526103e-4	0.008157894736842088	0.0013815789473684214	7.236842105262997e-4	-0.01605263157894737	0.03690789473684211	0.006710526315789456	0.005263157894736828	-0.016710526315789485	0.003881578947368409	0.0059210526315789415	-0.013092105263157914	0	0.029276315789473685	0.0038815789473684204	0.006842105263157872	-0.004671052631578936	0.032368421052631574	-0.015394736842105267	0.04697368421052631	-0.010000000000000004	0.030789473684210512	0.006184210526315782	0.004342105263157884	0.02171052631578947	0.003223684210526311	0.007302631578947354	0.007894736842105258	3.2894736842104753e-4	-0.023355263157894747
0.007062499999999979	-0.0010624999999999983	0.0012499999999999979	-6.250000000000644e-5	0.005374999999999982	-0.010000000000000007	0.017875000000000002	0.017500000000000005	0	-0.009125000000000015	9.374999999999967e-4	0.004312499999999994	0.018562500000000003	0.06131249999999999	-0.017375000000000015	0	4.375000000000029e-4	-0.016812500000000015	-0.009937499999999998	-0.04699999999999999	0.03468749999999998	0	-0.01031250000000001	0	0.02268749999999999	0.017562499999999984	0.013562499999999988	0.008937500000000003	-0.0116875	-0.0024375000000000134	0.017937499999999985	0.020062499999999994	-0.010812499999999997	-8.125000000000004e-4	-0.006375000000000015	-0.01431250000000001	-0.0024375000000000104	-4.3750000000000624e-4	-0.005812500000000005	-0.008999999999999994	-0.005937500000000012	0.005499999999999984	0.004125000000000002	0.005312499999999993	0	-0.005687500000000016	4.99999999999996e-4	-6.249999999999978e-5	-0.01456249999999999	0.014562500000000003	-0.004999999999999999	0.005499999999999984	0.00881249999999999	0.005312499999999982	0.010812499999999984	0.004062499999999985	0.002812499999999999	-0.02581250000000002	0.07587499999999998	0.009500000000000003	0	-0.009437500000000005	-0.014124999999999997	0.021937499999999995	9.999999999999853e-4	0.003125000000000001	-0.020125000000000018	-0.0054999999999999875	0.020249999999999994
-0.006904761904761966	-0.03440476190476196	0.0024206349206348887	-7.936507936510684e-5	-0.002539682539682593	0.005396825396825365	-0.004404761904761955	6.7460317460313e-4	-0.007698412698412751	2.3809523809522948e-4	3.9682539682536874e-4	0.005277777777777728	0.012222222222222176	-0.006547619047619091	0.022539682539682495	0.0017460317460317066	0.006428571428571374	-7.539682539682746e-4	0.0023412698412698173	0.004206349206349187	0.030555555555555503	0.00444444444444441	0.011071428571428522	-0.01297619047619053	0.031309523809523766	0.014206349206349157	0.010833333333333271	0.016111111111111052	-0.013055555555555619	-0.014682539682539724	0.005277777777777728	0.00849206349206345	0.008928571428571374	0.010714285714285673	-0.007182539682539739	0.003452380952380899	0.005476190476190449	-0.007579365079365118	3.9682539682481806e-5	-0.008769841269841322	0.02595238095238091	0.00726190476190472	-0.013928571428571495	-0.011944444444444506	0	5.158730158730141e-4	-4.761904761905067e-4	-0.00257936507936513	-0.0014285714285714756	-0.0030158730158730785	-0.012539682539682592	0.006706349206349163	-0.0029761904761905246	-0.0033333333333334203	0.009047619047619004	0.0033730158730158454	-0.01329365079365083	-0.01916666666666672	0.08984126984126979	0.009920634920634868	0.021944444444444385	0.0124603174603174	0.0016666666666666097	-0.014285714285714332	0.012817460317460273	0.006230158730158673	0.005515873015872973	0.0032936507936507766	0.005039682539682491
0.0024886877828054054	-0.013393665158371064	0.004705882352941156	0.0014932126696832492	0.025113122171945678	-9.04977375565631e-4	0.0187782805429864	0.0010407239819004354	0	0.009683257918552002	7.239819004524861e-4	0.0020814479638008965	0.01135746606334839	0.007375565610859693	0.014343891402714913	-0.0019909502262443366	0.005791855203619889	0	0.0023981900452488512	-0.004524886877828077	0.0152941176470588	0.006063348416289575	-0.014796380090497767	0.0042533936651583445	-0.02226244343891405	0.007692307692307665	0.01285067873303165	0.006063348416289567	-8.597285067873273e-4	0.0026244343891402623	0.0020361990950225873	0.0024886877828054132	-7.692307692307932e-4	-0.010180995475113147	-0.0035746606334841812	-0.007285067873303195	0.0040723981900452335	0.010723981900452461	0.004615384615384593	0.009049773755656076	0	0.008054298642533911	0	-0.0010407239819004753	0.022624434389140243	0.005067873303167403	0.0036199095022624228	-0.013257918552036218	-4.524886877828038e-5	-0.007239819004524939	-0.007647058823529448	-9.049773755656254e-4	0.03135746606334838	0.003846153846153831	0.002850678733031664	-0.01108597285067877	0.013076923076923052	0.008552036199094996	0.044479638009049756	0.007556561085972824	0.02475113122171943	8.597285067873161e-4	-9.049773755656343e-4	0.010904977375565585	0.010542986425339346	-0.0018552036199095312	0.0012217194570135702	-0.0032126696832579338	-0.0035746606334841834
-0.021533333333333356	-0.011266666666666696	0.0045999999999999895	0.008333333333333316	-0.014200000000000027	-0.013133333333333358	0.013999999999999985	-0.021466666666666682	-0.009466666666666693	-0.0013333333333333474	-0.00820000000000003	-0.004400000000000028	-0.0021333333333333477	0.03126666666666666	-0.002133333333333347	-0.0038666666666666806	0.03079999999999998	-0.005666666666666687	-0.0054666666666666995	-0.018866666666666698	0.07033333333333332	0	0.02059999999999998	-0.02786666666666669	0.04919999999999999	-0.022400000000000017	-0.009533333333333362	-0.00413333333333336	-0.013733333333333342	0.00339999999999999	-0.010800000000000028	-0.0054000000000000315	0.007666666666666644	-0.008066666666666687	-0.03220000000000003	0.0027999999999999774	-0.0019333333333333513	0.007533333333333306	-0.00880000000000003	-0.01300000000000003	-0.009533333333333359	9.333333333333127e-4	-0.0018666666666666927	-9.333333333333394e-4	0.03199999999999998	-8.666666666666723e-4	0.0038666666666666584	-0.00513333333333336	-0.007733333333333358	-0.0015333333333333427	-0.02260000000000002	-0.0016666666666666802	-0.01213333333333335	0.0041333333333333135	-0.010333333333333368	-0.008533333333333361	0.0049999999999999906	0.012999999999999977	0.07393333333333332	-0.028133333333333357	0.06620000000000001	-0.02580000000000003	-0.014800000000000028	0.03406666666666665	0.010333333333333318	0.044733333333333326	-0.0021333333333333595	-4.66666666666678e-4	0
-0.0035502958579881907	-0.02071005917159765	-0.0027218934911242745	0.008875739644970402	0.012130177514792874	0.00769230769230768	0.003313609467455597	0.02088757396449702	0	0	0.0018343195266272083	0.007159763313609447	-0.007633136094674574	-0.007337278106508901	0.011242603550295844	-0.009230769230769258	0.008875739644970404	0.009881656804733706	-0.0020710059171597816	-0.004497041420118381	0.007869822485207088	-4.733727810650912e-4	0.0018934911242603247	0.00680473372781065	0.002840236686390515	0.0073964497041420045	0.027218934911242595	2.3668639053253893e-4	-0.02437869822485209	-0.017455621301775165	0.01869822485207098	0.0029585798816567964	-2.958579881656997e-4	0	-0.0015384615384615552	-0.0035502958579881807	-0.0037278106508875884	-0.005384615384615396	0.0016568047337277869	-0.008224852071005932	0.007100591715976327	-0.001597633136094695	0	0.015088757396449683	0.054497041420118325	0	5.91715976331364e-4	8.875739644970205e-4	-0.016863905325443806	0.0050295857988165325	0	0.012662721893491108	0.015029585798816558	-0.013491124260355042	0.009230769230769223	-0.0013609467455621427	0.02443786982248518	0.004674556213017735	0.05887573964497039	-0.006686390532544412	0.004556213017751455	0.01816568047337276	0.005384615384615364	0.014378698224852056	0.004201183431952684	0.015562130177514781	0.0018934911242603403	0	0.016449704142011815
0.005347593582887712	-6.95187165775386e-4	0.0035294117647058938	0.009197860962566855	0.013850267379679164	0.008502673796791468	0.037860962566844944	-0.028181818181818172	0.0018716577540107144	1.2767556312859828e-17	-0.025828877005347577	0.00347593582887702	-0.023422459893048104	0.017379679144385034	-0.002459893048128322	0.007540106951871667	-0.010855614973262005	0.007860962566844933	-6.417112299465028e-4	-0.024064171122994624	0.005508021390374354	-0.002994652406417096	-0.025614973262032065	-0.01614973262032085	2.497602005855498e-17	-0.013957219251336877	0.002352941176470603	-0.019358288770053463	-0.015775401069518698	0.0035294117647058964	0.0064171122994652555	0.009625668449197863	-0.01711229946524062	-0.00663101604278074	-2.1390374331549e-4	-0.03550802139037431	0.006470588235294133	0	-0.0015508021390374111	0.0033689839572192625	0.010909090909090927	0.020427807486631016	0.0026203208556149866	0.004171122994652425	0.046737967914438516	8.021390374331666e-4	0.002245989304812848	0.012566844919786104	-0.0046524064171122904	0	0	-0.028823529411764696	0.04037433155080216	0	0.002566844919786111	-0.03909090909090908	0.03213903743315509	-0.040427807486630996	0.0037433155080214054	0.0017647058823529467	0	0.004171122994652421	0.005935828877005362	0.03197860962566845	0.013743315508021414	-0.028609625668449178	-0.009518716577540099	0	-0.0021390374331550664
0.02575000000000003	0.012666666666666666	0.012499999999999956	0.002499999999999991	0.013250000000000017	0.005249999999999996	0.05041666666666668	0.00966666666666665	0	0.01566666666666668	0.008333333333333304	0.008583333333333302	0.012250000000000013	0.03183333333333336	0.04633333333333335	0	0.0030000000000000005	0.015666666666666672	-0.00283333333333334	0.0022499999999999933	0.04816666666666668	0	0.01758333333333334	0.03108333333333334	0.028416666666666656	0.02666666666666666	0.039083333333333324	0.006249999999999989	0.016000000000000014	0.007500000000000014	0.007416666666666683	0.0026666666666666696	0.0037500000000000046	0.0029999999999999914	0.022833333333333337	0.0031666666666666553	0.0035000000000000096	7.499999999999973e-4	0.004333333333333328	-0.00891666666666668	0.03649999999999999	0.01433333333333332	0.004083333333333347	0.009416666666666686	0	0.01175	0.009499999999999967	0.0012500000000000156	0.015333333333333305	0.002916666666666674	0.0033333333333333214	-0.012083333333333309	0.011583333333333341	0.001500000000000008	0.00733333333333333	0.0016666666666666607	-0.019749999999999965	0.025583333333333347	0.0022500000000000063	0.004166666666666652	0.021166666666666688	0.003916666666666659	0.004583333333333317	0.0014999999999999914	0.0014166666666666772	0.009583333333333338	0.013583333333333286	8.333333333333304e-4	0.009416666666666651
