underweightyes	Bla.OXA.9	resistance_score	prior_admityes	anti_pseudo30yes	Yersiniabactin._ICEKp10	Bla_broad_inhR.TEM.54	Flq.GyrA.87N	third_gen_ceph30yes	ctx30yes	Sul.SulII	Yersiniabactin.ybt_17	AGly.AadA2	wziwzi29	AKIyes	foleyyes	resp_failureyes	CKDyes	Sul.SulI	pseudoPCN30yes	num_resistance_genes	linezolid30yes	Tmt.DfrA12	O_locus_missing_genes.O1.O2v2_07_kfoC	Bla_CarbKPC.2	Phe.CatA1	Tmt.DfrA14	Yersiniabactin.ybt_0	AGly.Aph3.Ia	Sul.SulIII	cefepime30yes	FQ30yes	trachyes	Flq.GyrA.87Y	tobra30yes	O_locusO2v2	flagyl30yes	Bla_ESBLSHV.12	Colibactinclb.3	CHFyes	brain_injuryyes	poly_colistin30yes	K_locusKL107	levo30yes	ColMgrB.trunc	amikacin30yes	virulence_score	meropenem30yes	Bla.SHV.187	LOSbeforeCx	gastroyes	decubyes	MLS.MphA	colistin30yes	Bla_CarbKPC.3	age	VDRFyes	AG30yes	lung_dzyes	zosyn30yes	malignancyyes	vanco30yes	carbapenem30yes	tigecycline30yes	Bla_broadSHV.11	sexmale	central_lineyes	num_resistance_classes	AGly.AadA1.pm	AGly.StrA|AGly.StrB	AGly.Aac3.Iva|AGly.Aph4.Ia
4.1353383458645696e-4	-0.010000000000000056	0	4.323308270676229e-4	5.0751879699247e-4	-0.0017293233082707226	-0.0153571428571429	-1.3322715089610862e-17	-7.518796992483478e-5	-1.315789473684348e-4	-0.003834586466165465	0.0010338345864661159	-0.00825187969924817	-5.639097744361298e-4	0.02351503759398492	0.007593984962405978	0.009248120300751821	0.02084586466165409	-4.5112781954888883e-4	-4.5112781954890433e-4	-0.004060150375939894	8.64661654135307e-4	-0.010883458646616584	0.033251879699248074	5.639097744356669e-5	-0.004492481203007572	-0.002462406015037646	-3.947368421053143e-4	0.014774436090225515	-0.0019736842105263553	-0.00597744360902261	9.398496240601018e-4	-0.004323308270676737	0.010545112781954837	-3.383458646616955e-4	1.879699248119593e-5	-0.006109022556391023	-9.398496240602294e-5	-0.0034210526315789956	0.002838345864661598	0.011109022556390936	0	5.075187969924344e-4	0.0012030075187969469	-0.0015789473684210931	0.005902255639097694	4.887218045112673e-4	3.5714285714284923e-4	-9.774436090226025e-4	0.0015789473684210175	0.04481203007518793	-0.034981203007518835	-0.020789473684210566	-0.0018233082706767378	0.0012969924812029688	0.00233082706766913	0.013308270676691693	-0.007349624060150422	-3.5714285714289585e-4	-3.9473684210528993e-4	-0.017218045112782004	-0.006766917293233129	-0.010902255639097792	0.014060150375939811	-8.834586466165795e-4	-4.51127819548911e-4	0.00951127819548868	-0.004699248120300798	-0.012368421052631622	-0.01112781954887221	5.639097744359556e-5
0.005318518518518567	-0.010088888888888833	0.0026518518518519173	-0.002251851851851816	-0.013274074074074015	0.007125925925925984	-0.004503703703703651	0.003259259259259323	-0.0026518518518518063	8.888888888892277e-5	0.001422222222222289	0.0032592592592593193	-0.007703703703703652	-0.0045481481481481015	0.013777777777777831	0.02567407407407414	0.004162962962963019	-0.0037925925925925384	0.0011407407407407766	-1.4814814814751997e-5	0.006014814814814872	-9.925925925925538e-4	-0.0024296296296295815	-0.0040888888888888295	-0.0010074074074073636	-5.185185185184593e-4	-2.3703703703698898e-4	-0.0024296296296295716	0.0022962962962963505	2.8148148148156917e-4	-0.004577777777777725	0.00900740740740746	-3.259259259258662e-4	0.007777777777777829	1.4814814814859689e-5	-0.0012444444444443881	-4.148148148147601e-4	-0.0019999999999999398	0.0065037037037037546	0.0017333333333333944	0.021288888888888947	2.814814814815103e-4	0.01527407407407414	0.006296296296296348	-0.004162962962962916	0.004103703703703757	8.000000000000295e-4	-0.0010370370370369785	-0.0010370370370369874	-0.0011999999999999479	0.044962962962963024	0.013570370370370437	0.01472592592592598	0.0012444444444444946	0.04008888888888895	-0.0015555555555555013	0.0282370370370371	-0.0015999999999999504	-7.407407407401534e-5	0.0025185185185185787	-1.1851851851848338e-4	-0.0011407407407406844	0.0011111111111111538	0.015229629629629687	-0.004059259259259199	-0.0035703703703703037	0.021303703703703766	0.005629629629629684	-3.259259259259051e-4	0.0072296296296296934	-7.703703703703202e-4
1.4433054157749792e-17	-0.003660714285714257	-2.232142857142616e-4	-3.124999999999767e-4	-0.0040178571428571095	-0.0023214285714285364	-0.003080357142857105	-0.002254464285714248	-0.0030357142857142484	-0.0033035714285713858	0.0014285714285714568	-0.00879464285714282	-0.015223214285714244	-0.0016964285714285321	0.012053571428571462	0.016272321428571487	-0.010558035714285674	-0.010334821428571379	-0.01265624999999996	-0.004575892857142823	-0.006941964285714242	-0.004374999999999963	-0.017834821428571387	0.015223214285714319	-0.004843749999999959	-0.004687499999999969	-0.0034598214285714046	-0.004665178571428539	0.002968750000000039	-0.014955357142857107	-0.004620535714285685	6.026785714285998e-4	0.004352678571428602	0.005312500000000033	-0.004866071428571392	-3.571428571428381e-4	-4.01785714285684e-4	-8.92857142857062e-5	-0.0031473214285714013	-9.151785714285387e-4	0.013191964285714331	-2.00892857142847e-4	-0.0056249999999999625	6.026785714285998e-4	-0.0027455357142856817	-0.0026562499999999724	-5.803571428571141e-4	-0.005803571428571395	-0.0010714285714285398	0	0.04620535714285719	-0.013013392857142831	-0.0015848214285713925	0.0022321428571428947	4.6875000000004774e-4	9.151785714286043e-4	0.015736607142857188	-0.011874999999999964	-0.006450892857142818	-0.00544642857142854	-0.003549107142857102	-0.009464285714285684	-0.0012276785714285387	0.019665178571428604	0.002299107142857183	-0.0101785714285714	-0.0062276785714285255	-0.0030357142857142506	-0.004196428571428533	0.011183035714285762	-0.02397321428571424
6.60919540229935e-4	-0.0014942528735631844	-0.0012356321839080042	0	-0.006465517241379265	0.00577586206896556	0.004137931034482801	4.0229885057476935e-4	-0.009339080459770062	-0.013390804597701107	-0.004770114942528689	0	0	-0.003218390804597635	0.00956896551724143	0.03922413793103453	-0.011206896551724093	-0.014137931034482716	3.160919540230211e-4	0.012442528735632228	-0.002787356321839034	-3.1609195402297895e-4	0.0052298850574712995	0.049683908045977054	-0.003333333333333276	0.0021839080459770477	0.005574712643678214	0.004683908045977057	0.01224137931034487	0	0.0016666666666667008	0.0029597701149425737	0.003045977011494293	0.00643678160919544	2.2988505747129518e-4	0	0.016954022988505794	-6.034482758620618e-4	0.006724137931034526	-0.04327586206896548	0.03534482758620694	1.9983980561934926e-17	-0.0076149425287355774	-9.482758620689302e-4	-0.002011494252873511	-0.0016954022988505313	-0.0016954022988505445	-1.7241379310340755e-4	-0.007155172413793054	0	0.03043103448275867	2.873563218395714e-5	-0.0015804597701149059	2.5862068965520793e-4	-0.027557471264367774	0.011781609195402342	0.027500000000000042	-0.0051724137931034005	-0.010660919540229831	0.0023275862068965914	-4.022988505746694e-4	-0.01508620689655168	-0.0021551724137930627	-0.0028160919540229368	0.030344827586206945	-0.0022413793103447845	0.003994252873563254	0.0016091954022988907	-2.5862068965513464e-4	-0.015143678160919492	0
0.003629032258064475	-0.009939516129032289	-0.008387096774193574	-6.250000000000244e-4	-0.010665322580645202	0.020181451612903176	0.006189516129032221	0.0013104838709677026	-0.003366935483871002	-0.0037701612903226155	0.007177419354838666	-0.00824596774193552	-0.01467741935483876	-0.0106451612903226	0.024213709677419305	0.046129032258064466	8.266129032257719e-4	0.007499999999999958	-0.005987903225806491	-6.65322580645199e-4	-0.005463709677419395	-0.0010483870967742236	-0.010161290322580691	0.050040322580645114	-0.006612903225806475	-0.004455645161290357	0.012641129032258024	0.0303629032258064	0.003044354838709645	0	-0.014375000000000056	-2.016129032261227e-5	-0.009314516129032302	3.830645161290058e-4	-6.854838709677713e-4	8.064516129030697e-5	-0.008729838709677463	-0.0011895161290322843	0.015504032258064475	-0.004415322580645217	0.04094758064516124	-0.00967741935483874	-0.02104838709677424	-0.0029637096774194037	0.00671370967741932	0.001028225806451577	-1.8145161290323064e-4	-0.0019758064516129325	-0.00377016129032261	-1.4112903225807494e-4	0.05189516129032253	0.0012701612903225424	0.006673387096774148	-0.005947580645161314	-0.017016129032258114	0.014879032258064473	0.02508064516129027	-0.0012096774193548709	-2.822580645161621e-4	-8.669354838709952e-4	-0.0027217741935484153	-0.0020967741935484217	-0.007842741935483896	0.024475806451612854	0.022137096774193503	-0.0027419354838710275	0.0010282258064515692	-0.008790322580645205	-0.00381048387096777	0.014657258064516081	0.0010685483870967393
0.003817733990147831	-0.007389162561576313	-9.852216748767129e-5	-7.881773399014613e-4	6.403940886699644e-4	0.015467980295566562	-0.022561576354679747	-1.724137931034253e-4	-0.014334975369458085	0	-0.02066502463054181	-0.023596059113300438	-0.002463054187192076	-0.0033004926108374045	-0.0019704433497536446	0.030049261083743894	-9.35960591132966e-4	0.004926108374384289	-0.007044334975369424	-0.005837438423645287	-0.012216748768472863	-5.911330049260988e-4	-0.0022167487684728593	0.03945812807881779	2.4630541871921706e-4	-0.007684729064039365	-0.0012561576354679505	-5.665024630541348e-4	0.011600985221674937	-0.007216748768472867	-1.7241379310340422e-4	-0.0020935960591132617	-6.896551724137434e-4	0.00110837438423651	-0.007709359605911287	-0.003423645320197002	0.003866995073891681	-7.881773399014491e-4	0.01100985221674883	2.2167487684732312e-4	0.05231527093596065	0.001280788177339941	-0.010295566502463011	0.001108374384236488	-2.7093596059109883e-4	-8.128078817733774e-4	-0.00261083743842361	-0.002758620689655138	-0.0027586206896551436	2.955665024630727e-4	0.05672413793103454	0.00926108374384242	0.007192118226601044	-0.0010344827586206695	-4.43349753694533e-4	0.00862068965517247	0.02300492610837444	-0.01733990147783246	-0.007438423645320158	-0.00243842364532016	0.0010837438423645684	-0.005320197044334939	-0.010049261083743795	0.020197044334975434	0.04034482758620695	-0.006674876847290596	0.012463054187192178	-0.004999999999999958	3.940886699507673e-4	-0.01719211822660093	-0.009679802955664984
0.0054907161803713625	8.753315649867533e-4	0.0024668435013262702	-5.305039787797616e-5	0.0026525198938992045	-0.005888594164456221	-5.039787798408402e-4	-0.014933687002652513	-1.06100795755949e-4	2.917771883289344e-4	8.222811671087727e-4	-5.835543766577988e-4	0.003368700265251997	-0.002307692307692285	0.010795755968169774	0.02533156498673742	-0.008196286472148531	-0.019575596816976123	-0.005305039787798394	-0.017931034482758606	6.100795755968369e-4	-4.2440318302385373e-4	0.0020424403183023974	0.013342175066313012	-0.006604774535809008	-0.003342175066312988	-2.1220159151191798e-4	3.713527851458953e-4	0.00885941644562335	-0.004960212201591493	-0.0035809018567639116	-0.008116710875331543	-5.570291777188174e-4	0.0024403183023872723	-3.9787798408486117e-4	-0.007267904509283822	0.0028912466843501483	2.122015915119524e-4	-0.006870026525198933	0.005305039787798426	0.032122015915119366	-0.002519893899204202	-0.009761273209549063	-0.005464190981432342	-0.0055437665782493315	-0.0028912466843501374	0	-0.0028116710875331474	7.9575596816992e-5	-6.631299734747831e-4	0.03748010610079577	2.917771883289222e-4	0.006366047745358106	0.0022811671087533524	-0.013076923076923068	-0.01053050397877983	0.02228116710875332	-5.570291777188041e-4	-0.014350132625994681	-0.0146419098143236	-2.387267904509227e-4	-0.020795755968169745	6.896551724138101e-4	0.023633952254641925	0.0220689655172414	-0.007427055702917755	0.005543766578249353	0.0036074270557029343	-0.006631299734747989	0.01997347480106101	-0.0023607427055702536
0.0026392961876832823	-0.007390029325513212	1.4662756598240456e-4	-0.002316715542521993	0.005278592375366563	-0.010674486803519104	0.004985337243401754	-5.865102639296182e-5	-0.002609970674486801	-0.002727272727272725	0.008973607038123152	5.571847507331373e-4	-0.00838709677419356	0.0031378299120234576	0.032287390029325486	0.023870967741935464	0.003020527859237531	0.01067448680351905	0.0034897360703812284	0.004046920821114366	0.0058357771260997005	4.692082111436946e-4	2.3460410557183843e-4	0.04293255131964806	0.0062756598240469134	0.003782991202346038	0.0018475073313782974	0.001026392961876832	0.009266862170087969	-5.278592375366565e-4	-0.006304985337243397	-0.002434017595307916	-0.006275659824046916	0.0011143695014662746	0	1.1730205278592365e-4	-0.0015835777126099694	1.4662756598240456e-4	-0.010058651026393006	0.012697947214076235	0.0026686217008797517	8.797653958944273e-5	9.970674486803478e-4	9.677419354838701e-4	-0.0026392961876832823	0.006539589442815244	-3.812316715542519e-4	5.571847507331373e-4	-0.006422287390029326	0	0.06337243401759526	0.00674486803519061	0.007536656891495583	-0.0025219941348973585	0.009765395894428142	-0.003049853372434018	0.02451612903225804	-0.007478005865102645	0.0014369501466275647	0.0013489736070381219	-0.0026979472140762437	0.005953079178885625	-0.004310850439882702	0.014134897360703797	0.020146627565982383	7.038123167155397e-4	0.011524926686216996	0.0068328445747800485	0.0019061583577712593	0.002609970674486789	-0.012668621700879772
-7.142857142857073e-4	-0.007285714285714239	-0.0042285714285713915	-0.0011714285714285644	8.857142857143319e-4	-0.01205714285714282	-0.01025714285714281	-0.011571428571428524	-0.0012285714285713801	-2.2857142857142575e-4	-0.002628571428571389	0	-0.022514285714285667	-0.014028571428571376	-0.0031999999999999585	0.013514285714285756	-0.041942857142857094	-0.014628571428571387	-0.015314285714285666	-0.004228571428571388	-0.008942857142857093	-0.01645714285714281	-0.036628571428571385	-0.009771428571428528	-0.010885714285714242	-0.016085714285714234	-0.015085714285714239	-6.571428571428161e-4	0.003085714285714335	-0.0017142857142856903	-0.008057142857142813	-0.013999999999999955	-3.714285714285259e-4	0.0053714285714286224	-7.428571428571196e-4	-5.999999999999894e-4	-0.013485714285714235	-2.8571428571427804e-4	-0.009399999999999957	-0.009599999999999956	0.009600000000000039	-0.0011142857142856998	-0.006342857142857091	-0.012971428571428521	-0.007371428571428531	-0.010457142857142807	0	-0.005942857142857095	-0.007599999999999955	-0.0028285714285713683	0.02528571428571434	-0.005799999999999957	-0.004485714285714249	-3.999999999999948e-4	-0.00379999999999995	-0.019085714285714237	0.010171428571428607	-0.015914285714285666	-0.007399999999999955	-0.0027999999999999614	0	-0.016057142857142808	-0.006571428571428529	-0.004999999999999954	-0.014999999999999956	-0.03137142857142852	-0.018885714285714242	-0.009914285714285664	-0.004828571428571373	0.00802857142857147	-0.007542857142857101
0.009311224489795935	0.0026785714285714355	4.8469387755103565e-4	0	-0.003061224489795906	0.006811224489795928	0.005484693877551037	-0.004617346938775503	7.653061224489733e-4	0.0030612244897959273	0.008418367346938797	-0.0030102040816326393	0.0047959183673469685	-0.0010459183673469307	-0.018954081632653042	0.038622448979591856	4.3367346938775087e-4	0.011862244897959208	-0.001249999999999999	0.008137755102040822	0.0041326530612245125	0.001964285714285695	0.01316326530612247	0.044005102040816355	-0.0022959183673469164	-0.01081632653061223	0.0048469387755102076	0.009515306122448995	0.007091836734693887	-0.008801020408163262	-0.001938775510204064	-0.0019387755102040704	0.017882653061224496	6.887755102040893e-4	0.008137755102040838	0	0.00938775510204084	-2.5510204081632403e-5	0.0038775510204081785	-0.019285714285714264	0.03928571428571432	-5.357142857142749e-4	-0.009362244897959164	-0.0055102040816326445	3.571428571428614e-4	-0.00724489795918366	-5.1020408163264807e-5	0.005102040816326557	-0.009489795918367338	0	0.040357142857142876	0.005076530612244916	0.0135714285714286	-0.004183673469387738	-0.007321428571428554	0.026479591836734716	0.02959183673469389	7.653061224489877e-4	-0.005408163265306116	-0.00436224489795915	-0.0064795918367346805	0.0017091836734694033	-0.001403061224489779	0.021505102040816338	0.0359183673469388	-0.006122448979591823	0.0131122448979592	0.008086734693877577	-0.007576530612244877	0.015918367346938793	-0.008928571428571423
