underweightyes	Tmt.DfrA12	resistance_score	LOSbeforeCx	anti_pseudo30yes	Yersiniabactin._ICEKp10	Bla_broad_inhR.TEM.54	Flq.GyrA.87Y	ctx30yes	AGly.AadA2	wziwzi154	malignancyyes	CHFyes	AKIyes	CKDyes	TetTetA	pseudoPCN30yes	num_resistance_genes	linezolid30yes	Sul.SulII	ColMgrB.trunc	Sul.SulIII	Bla.OXA.9	Yersiniabactin.ybt_17	AGly.AadA1.pm	Yersiniabactin.ybt_0	Flq.GyrA.87N	third_gen_ceph30yes	cefepime30yes	FQ30yes	foleyyes	Sul.SulI	Tmt.DfrA14	virulence_score	AGly.Aph3.Ia	tobra30yes	num_resistance_classes	flagyl30yes	O_locus_missing_genes.O1.O2v2_07_kfoC	carbapenem30yes	levo30yes	age	obeseyes	decubyes	colistin30yes	AG30yes	wziwzi29	Bla_CarbKPC.2	amikacin30yes	resp_failureyes	Colibactinclb.3	gastroyes	Bla_broadSHV.11	Phe.CatA1	brain_injuryyes	poly_colistin30yes	central_lineyes	VDRFyes	MLS.MphA	K_locusKL107	lung_dzyes	Bla_CarbKPC.3	zosyn30yes	trachyes	tigecycline30yes	Bla.SHV.187	vanco30yes	meropenem30yes	sexmale	AGly.StrA|AGly.StrB	AGly.Aac3.Iva|AGly.Aph4.Ia	Tmt.DfrA17|AGly.AadA5
-0.0023470052083333394	-0.008600260416666665	2.604166666667185e-5	-4.296875e-4	-0.014498697916666668	-0.0013313802083333316	0.0023046875000000046	-9.86328125000001e-4	-0.0012467447916666707	0.007565104166666669	-0.009003906250000004	0.003590494791666663	-0.0011621093750000056	0.028873697916666673	-0.015016276041666665	-0.0013346354166666673	-5.891927083333337e-4	0.003450520833333333	-0.002490234375	0.01279622395833333	0.0038183593750000023	1.302083333333315e-4	-0.005579427083333334	-2.278645833333348e-4	-0.0035904947916666698	-0.008922526041666667	-6.510416666666663e-4	-0.0013997395833333303	4.882812500000055e-4	-0.004003906249999997	-0.006500651041666669	0.005152994791666668	-0.005335286458333338	-1.985677083333359e-4	0.0013769531249999988	-0.0026497395833333347	9.570312500000033e-4	-0.02151692708333333	-0.02066080729166667	-0.0020149739583333326	-3.2552083333303727e-6	-4.231770833333592e-5	0.007343750000000005	0.008193359375000004	-0.002565104166666664	0	-0.005289713541666666	-0.009485677083333331	0.011591796875000001	-0.019261067708333336	-0.001875000000000001	0.0051888020833333335	-0.006660156250000001	0.011142578125000002	-8.007812500000011e-4	0.007076822916666666	0.03490559895833333	6.868489583333315e-4	0.005579427083333333	-0.012890624999999996	-0.005950520833333338	0.030703125000000005	-4.134114583333315e-4	0.062483723958333334	0.019755859375	-0.0011230468749999988	0.0021712239583333314	-0.005149739583333332	-6.738281250000011e-4	0.02927734375	-0.002171223958333335	2.6041666666667407e-5
-9.999999999999675e-4	-0.00329059829059827	0	5.726495726495772e-4	-0.003905982905982882	0.006188034188034227	-0.0023418803418803337	0.0015982905982906226	-0.0016068376068375868	-9.572649572649428e-4	-0.001025641025641022	-7.606837606837347e-4	0.0017606837606837732	0.009529914529914571	3.418803418803551e-4	0.0024786324786324953	-0.004111111111111089	5.9829059829066275e-5	-0.0027179487179486905	0.010025641025641062	-0.001025641025641022	-0.002641025641025626	4.95726495726495e-4	-0.0012735042735042578	-0.0010512820512820476	-0.01447008547008543	-0.0045811965811965605	3.418803418804184e-5	0.001982905982906005	0.0034358974358974646	-0.022598290598290556	-0.0037008547008546876	-0.001230769230769202	-5.470085470085451e-4	-0.004350427350427333	1.8803418803418738e-4	-8.29059829059825e-4	0.0028034188034188256	0.006205128205128239	7.350427350427446e-4	-0.0014957264957264904	0.00137606837606839	0.008222222222222254	0.001153846153846194	-9.743589743589709e-4	0.007974358974359032	-1.025641025641022e-4	0.0018461538461538606	0.020880341880341914	-0.0010854700854700816	0.00425641025641029	0.010487179487179527	0.015581196581196622	0.01077777777777782	-0.003094017094017062	0.009051282051282115	0.015410256410256446	-8.11965811965778e-4	0.005145299145299176	6.837606837606814e-5	9.82905982906005e-4	0.017170940170940202	0.001367521367521366	0.08878632478632482	0.02093162393162397	0.0032307692307692805	0.0019059829059829459	-0.009547008547008504	-0.006205128205128183	0.026188034188034226	-0.004743589743589715	0.0018888888888889054
-0.008214285714285762	-0.008162020905923405	7.926829268292024e-4	0.004468641114982527	-0.0057055749128920455	0.014006968641114927	-4.965156794425685e-4	-0.00391114982578402	0.008876306620209001	0.0025087108013936675	-8.797909407666038e-4	-0.0026567944250871613	-0.001559233449477413	0.008885017421602725	0.003937282229965099	0.004076655052264756	-0.003397212543554059	0.0026045296167246878	0.007883275261323992	0.0033797909407664918	-1.7421602787458856e-4	-0.0037891986062718284	-0.005191637630662078	-0.001419860627177756	0.004939024390243844	0.0028919860627177217	0.014764808362369281	-0.0017421602787457036	0.0013763066202090246	8.013937282229399e-4	0.0010191637630661422	0.010653310104529558	0.005409407665505165	5.48780487804843e-4	-0.0039024390243903063	-2.2648083623698522e-4	0.0024999999999999454	0.0016550522648083154	0.0064111498257839235	0.0015679442508710261	-2.526132404181625e-4	-1.0452961672479444e-4	0.0070818815331009895	0.002543554006968588	0.0034668989547037856	0.0012108013937281669	-0.00243902439024395	-0.004825783972125489	-0.003945993031358939	1.3937282229960934e-4	0.009973867595818767	0.01554006968641109	0.006080139372822243	7.578397212542997e-4	-3.397212543554562e-4	-0.005104529616724794	0.012090592334494719	-0.003684668989547091	-0.001898954703832807	0.003885017421602729	-0.0017595818815331532	-7.839721254355958e-4	0.0012979094076654586	0.07700348432055744	0.030923344947735135	-8.623693379791464e-4	-0.0022822299651568457	-0.009085365853658591	-0.0031794425087108514	0.011898954703832695	-0.004642857142857199	0.0055400696864111
-4.63414634146353e-4	-0.00635772357723577	5.2845528455287e-4	6.260162601626052e-4	0.0015609756097560946	0.014365853658536598	4.878048780487898e-4	-0.0026422764227642314	-0.0068373983739837395	-0.0037073170731707216	-2.845528455284574e-4	0.002536585365853661	-0.003691056910569106	-0.012723577235772337	0.0037154471544715495	6.910569105691045e-4	-0.0047804878048780305	-0.0030243902439024473	-0.005382113821138215	-0.00673170731707317	-5.6910569105691476e-5	-0.004040650406504068	0.0014308943089430914	0.0016422764227642262	0.0012439024390243903	0.004130081300813013	-3.0894308943089975e-4	-0.008747967479674788	-6.422764227642264e-4	-0.001739837398373989	9.593495934959417e-4	8.699186991869978e-4	0.0031463414634146304	0.0026178861788617937	4.1463414634146823e-4	8.211382113821153e-4	6.097560975609783e-4	-0.004756097560975613	0.0192439024390244	-0.0010894308943089437	8.94308943089429e-4	0.003471544715447157	0.002829268292682933	0.01064227642276424	0.0010243902439024467	0.006772357723577241	-0.0010650406504065068	-0.004170731707317073	0.003024390243902434	-9.268292682926804e-4	0.013252032520325212	0.023089430894308958	0.011439024390243914	-0.002252032520325199	0.0033739837398374006	0.00595121951219513	0.012983739837398381	-0.004333333333333317	-3.0894308943089644e-4	0.003967479674796749	-0.0072601626016260135	-0.008195121951219502	-5.691056910569259e-5	0.07095121951219514	0.02222764227642278	0.0031138211382113813	-0.006487804878048785	-0.011560975609756103	0.002918699186991872	-0.006203252032520312	-0.004032520325203252	0.002284552845528456
-2.272727272727282e-4	0.0010227272727272717	3.030303030302961e-4	5.454545454545401e-4	0.004454545454545449	0.020681818181818173	-0.0013106060606060698	4.924242424242453e-4	0.003424242424242423	0.007606060606060601	0.006560606060606049	0.007022727272727259	0.0019166666666666555	0.0240681818181818	0.002098484848484835	0.004090909090909086	0.0018409090909090897	0.006946969696969687	0.006598484848484842	0.0104090909090909	4.3181818181817655e-4	0.0062272727272727115	-3.712121212121244e-4	-1.9696969696969657e-4	0.004166666666666659	0.007083333333333326	0.009560606060606045	-0.002378787878787878	0.0034318181818181782	-3.4090909090909836e-4	0.007553030303030296	0.0046287878787878685	0.0012121212121212043	8.18181818181819e-4	-0.004280303030303028	0.001060606060606063	0.003484848484848481	9.999999999999987e-4	0.013212121212121206	-0.003939393939393949	-0.0028030303030303016	0.0031818181818181824	-0.008045454545454555	0.007765151515151505	5.075757575757633e-4	-0.004068181818181835	4.4696969696969346e-4	-0.006409090909090921	-0.005568181818181828	-0.007893939393939405	0.01682575757575756	0.02305303030303029	0.011227272727272712	0.007507575757575743	9.696969696969648e-4	2.954545454545421e-4	-0.008227272727272741	0.007704545454545453	6.212121212121225e-4	0.0030530303030303053	7.95454545454537e-4	-0.011598484848484856	0.0012424242424242304	0.07956060606060605	0.01560606060606059	7.575757575755126e-6	-0.005424242424242434	0.006878787878787863	1.4393939393939404e-4	0.020969696969696958	0.00543181818181818	0.0065909090909090804
0.002738095238095276	-0.003110119047619003	-2.7529761904758753e-4	2.752976190476497e-4	-0.004122023809523765	0.009605654761904805	0.005907738095238144	0	-9.821428571428125e-4	-0.009159226190476145	-1.0416666666665853e-4	0.0031473214285714667	-0.0010416666666666252	-0.006242559523809481	0.0031622023809524226	0.006227678571428622	-7.663690476190077e-4	8.110119047619457e-4	-0.0015104166666666274	-0.002626488095238054	9.598214285714557e-4	0.0024032738095238616	-0.00734374999999995	0.0015848214285714701	-0.0026562499999999555	0.00622023809523814	0.0019270833333333815	-0.002849702380952346	0.0034375000000000464	5.952380952384817e-5	-0.015267857142857104	0.0016592261904762385	-1.6369047619044675e-4	0.0019122023809524224	6.69642857143149e-5	3.72023809523836e-5	0.0013392857142857629	0.006941964285714331	0.017328869047619086	1.636904761904878e-4	-8.928571428568622e-5	2.2321428571465685e-5	0.0017336309523809956	0.008087797619047666	-0.0020982142857142536	-0.004449404761904709	0	-4.985119047618713e-4	0.00502976190476195	-0.0025297619047618645	0.009940476190476229	0.018221726190476233	0.01727678571428576	-0.010751488095238048	0.002090773809523849	-0.0022395833333332935	0.010141369047619092	0.0013392857142857594	-0.011778273809523766	0.003028273809523864	-0.0020312499999999654	0.002001488095238143	-1.4880952380931234e-5	0.04708333333333338	0.004040178571428624	2.232142857143793e-5	0.0019642857142857517	-4.6130952380949553e-4	-0.0023214285714285255	0.0015252976190476596	-5.803571428571097e-4	-0.0028422619047618514
-0.0010828282828282897	0.00291313131313126	-4.929292929292961e-4	4.646464646464432e-4	-0.0034181818181818623	0.006351515151515096	0.004270707070707036	-3.6363636363636595e-5	-3.7979797979801667e-4	0.00468282828282823	-0.0035717171717171967	-5.858585858586362e-4	-0.006573737373737429	0.0012202020202019548	0.003878787878787825	-8.767676767677124e-4	0.00102222222222217	0.002525252525252474	-0.0028121212121212545	-2.8282828282882865e-5	-0.0017656565656565904	8.727272727272406e-4	-0.0029535353535354012	0.0012404040404040018	0.0011999999999999554	0.00130505050505046	-5.252525252526618e-5	-3.030303030303338e-4	-0.0027070707070707555	-0.00212525252525257	0.001777777777777726	0.0010747474747474306	-0.0026141414141414385	-2.181818181818329e-4	-9.737373737373867e-4	3.555555555555567e-4	0.0022868686868686206	9.171717171716653e-4	0.0051515151515151006	0.0012080808080807547	-0.004492929292929338	4.4040404040400217e-4	0.0048848484848484156	0.009179797979797929	-3.8383838383838963e-4	0.00901818181818176	-0.003882828282828311	-0.0011595959595959672	0.006577777777777723	0.002751515151515096	0.004767676767676709	0.016529292929292876	0.0015717171717171262	0.007822222222222171	-2.141414141414677e-4	0.007296969696969644	0.00552323232323226	0.003579797979797923	0.004274747474747419	-0.005010101010101052	6.949494949494583e-4	0.009939393939393897	-6.545454545454687e-4	0.06702626262626256	0.016258585858585806	7.272727272726954e-4	-0.0013171717171717267	-0.00324040404040407	1.4949494949491272e-4	-2.3434343434349469e-4	4.161616161616044e-4	8.323232323231999e-4
-0.007586206896551744	-0.004961294862772714	7.248416608022723e-4	0.001224489795918362	-0.0013089373680506755	0.017473610133708645	0.0016115411681914054	0	-0.01780436312456018	-0.0021815622800844697	-0.011569317382125277	-0.006973961998592556	-0.007424349049964834	-0.002702322308233648	-0.007269528501055608	0.0027304714989443966	-0.01652357494722028	0.004595355383532713	-0.00465165376495427	0.002090077410274434	7.529908515130446e-4	0.005939479239971833	9.852216748768522e-4	-0.0040253342716396944	6.33356790992301e-4	0.008691062631949319	0.003462350457424339	-6.122448979591871e-4	-0.02201266713581986	-0.0038775510204081803	-0.0044334975369458235	-0.005650950035186506	-0.0030260380014074727	0.0021674876847290504	-1.900070372976792e-4	-5.98170302603811e-4	4.152005629838307e-4	0.002209711470795198	0.01681210415200562	7.17804363124559e-4	-9.289232934553149e-4	-0.002660098522167505	0.005221674876847288	-0.006727656579873344	8.444757213229792e-5	-0.0058902181562280245	-0.00631245601688952	3.729767769176717e-4	0.003075299085151288	-0.012660098522167495	0.015840957072484153	0.0011541168191414363	0.015587614356087236	0.0010907811400422101	0.0068472906403940735	-0.002019704433497546	0.023764954257565085	0.004306826178747351	0.004651653764954241	-0.004180154820548917	-0.005052779732582696	-0.011534130893736819	8.585503166784069e-4	-0.01237860661505983	0.007473610133708643	-0.009134412385643918	0.0022026741731175077	-0.01285010555946518	0.002920478536242074	0.0076284306826178636	0.004299788881069664	0.004334975369458122
0.0027515527950310328	-0.0011677018633540726	2.360248447204949e-4	5.838509316770091e-4	0.001614906832298102	0.008826086956521704	0.008111801242235997	2.8571428571426584e-4	5.279503105589633e-4	-7.763975155279812e-4	9.93788819875796e-5	0.0017204968944099141	-0.0017515527950310893	-0.0012670807453416465	0.004894409937888167	0.004888198757763946	0.0024285714285713967	0.002124223602484451	-0.002142857142857175	0.0025900621118012147	-7.329192546584095e-4	6.335403726708177e-4	-0.0034906832298136946	3.726708074534235e-5	-0.002316770186335434	0.009664596273291902	0.0019999999999999784	-0.001273291925465876	0.003850931677018601	0.002279503105590035	-0.01584472049689445	9.999999999999799e-4	6.832298136646098e-5	8.074534161490621e-4	6.956521739130328e-4	-6.211180124223725e-6	8.260869565217133e-4	0.0017577639751552476	0.01796894409937885	-0.0020310559006211514	1.5527950310556315e-4	5.341614906832104e-4	0.004857142857142833	0.009565217391304318	-6.273291925466184e-4	0.0018385093167701595	4.161490683229874e-4	0.0015403726708074195	0.004322981366459601	-0.0025527950310559257	0.008602484472049653	0.018453416149068296	0.01222360248447202	-0.010639751552795064	0.0021801242236024563	-0.0021801242236025144	0.01185714285714282	5.900621118012117e-4	-0.011596273291925493	0.0017763975155279232	-8.633540372671089e-4	0.0029254658385092845	3.105590062111785e-4	0.05352173913043475	0.0070745341614906546	5.5900621117996876e-5	0.0014658385093167393	9.006211180124191e-4	-0.006236024844720522	0.007869565217391274	-2.3602484472051266e-4	-4.5341614906834973e-4
-4.8000000000002376e-4	3.6499999999997423e-4	4.799999999999727e-4	0.0016199999999999782	-0.003310000000000025	0.016664999999999954	-0.001410000000000038	0	0.0044199999999999726	-0.02013500000000005	-6.000000000000282e-4	0.004294999999999973	-0.0023400000000000365	0.010614999999999954	0.008489999999999954	0.003864999999999973	5.999999999998451e-5	-1.400000000000312e-4	-9.800000000000297e-4	3.3499999999996646e-4	-0.009165000000000041	6.499999999998618e-5	0.001999999999999966	9.999999999975584e-6	0.0018599999999999572	0.017394999999999966	-0.015845000000000043	0.0020349999999999713	0.0035699999999999734	6.699999999999651e-4	-5.250000000000254e-4	4.1499999999997425e-4	-0.006075000000000036	8.199999999999707e-4	1.9999999999994465e-5	0.0019349999999999812	-5.300000000000304e-4	-0.0032250000000000347	0.04561499999999996	-0.009575000000000035	-0.0017350000000000288	4.999999999999682e-4	0.00833999999999995	-0.010370000000000037	-0.003945000000000042	0.006134999999999957	0.0018949999999999711	-4.700000000000326e-4	0.0049299999999999735	0	0.016084999999999957	0.008304999999999965	0.014159999999999959	0.0012399999999999655	-6.500000000002504e-5	0.007234999999999968	0.007489999999999969	0.004179999999999973	-0.02640500000000005	-1.0000000000024434e-5	-3.500000000002723e-5	0.0023049999999999672	-2.9500000000002967e-4	0.05332999999999996	9.899999999999575e-4	0.005924999999999982	-0.006640000000000036	-0.004540000000000028	-0.003345000000000036	0.007699999999999958	-0.007290000000000035	9.399999999999576e-4
