x
infection_gene_lr_0	0.993761467889908
infection_gene_lr_1	0.991743119266055
infection_gene_lr_10	0.999924516908213
infection_gene_lr_11	0.999810558221773
infection_gene_lr_12	0.993048128342246
infection_gene_lr_13	1
infection_gene_lr_14	0.997272868941873
infection_gene_lr_15	1
infection_gene_lr_16	0.998771970220278
infection_gene_lr_17	1
infection_gene_lr_18	1
infection_gene_lr_19	0.998112189859763
infection_gene_lr_2	0.989323615905894
infection_gene_lr_20	1
infection_gene_lr_21	0.99828879820982
infection_gene_lr_22	0.99992499249925
infection_gene_lr_23	0.998052106160214
infection_gene_lr_24	0.99358508835633
infection_gene_lr_25	1
infection_gene_lr_26	1
infection_gene_lr_27	0.992335115864528
infection_gene_lr_28	0.998391516740141
infection_gene_lr_29	0.999714448886351
infection_gene_lr_3	0.974220779220779
infection_gene_lr_30	0.998766447368421
infection_gene_lr_31	0.993029905873943
infection_gene_lr_32	0.998229847494553
infection_gene_lr_33	0.986060918946825
infection_gene_lr_34	1
infection_gene_lr_35	0.97843137254902
infection_gene_lr_36	0.985412474849095
infection_gene_lr_37	0.974137931034483
infection_gene_lr_38	0.993099415204678
infection_gene_lr_39	1
infection_gene_lr_4	1
infection_gene_lr_40	1
infection_gene_lr_41	0.849549486624293
infection_gene_lr_42	1
infection_gene_lr_43	0.99764982373678
infection_gene_lr_44	0.999863834422658
infection_gene_lr_45	0.987918015102481
infection_gene_lr_46	0.973863229502327
infection_gene_lr_47	0.986747802569304
infection_gene_lr_48	0.986096673596674
infection_gene_lr_49	0.987451737451737
infection_gene_lr_5	0.944714498671333
infection_gene_lr_50	0.99950071771828
infection_gene_lr_51	0.993526897938663
infection_gene_lr_52	0.971965020576132
infection_gene_lr_53	0.986117817479479
infection_gene_lr_54	0.974732461355529
infection_gene_lr_55	0.992560837221031
infection_gene_lr_56	0.997139042532901
infection_gene_lr_57	0.989145091693635
infection_gene_lr_58	1
infection_gene_lr_59	0.986923076923077
infection_gene_lr_6	0.997463126843658
infection_gene_lr_60	0.998474801061008
infection_gene_lr_61	1
infection_gene_lr_62	1
infection_gene_lr_63	0.999748617395676
infection_gene_lr_64	0.990539452495974
infection_gene_lr_65	0.986430921052632
infection_gene_lr_66	1
infection_gene_lr_67	0.984150675195451
infection_gene_lr_68	0.949989404534859
infection_gene_lr_69	1
infection_gene_lr_7	0.993673851921275
infection_gene_lr_70	0.98864141125706
infection_gene_lr_71	1
infection_gene_lr_72	0.998766447368421
infection_gene_lr_73	0.992797202797203
infection_gene_lr_74	0.998178269355888
infection_gene_lr_75	0.992702967868531
infection_gene_lr_76	0.993921965884583
infection_gene_lr_77	1
infection_gene_lr_78	0.985594405594406
